"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"52" -38.7167 -7.47798944723618 0.358974358974359 0.317948717948718 0.323076923076923 0 0
"53" -38.7167 -7.45370100502513 0.356410256410256 0.317948717948718 0.325641025641026 0 0
"54" -38.7167 -7.42941256281407 0.358974358974359 0.317948717948718 0.323076923076923 0 0
"55" -38.7167 -7.40512412060301 0.364102564102564 0.325641025641026 0.31025641025641 0 0
"56" -38.7167 -7.38083567839196 0.366666666666667 0.325641025641026 0.307692307692308 0 0
"57" -38.7167 -7.3565472361809 0.366666666666667 0.330769230769231 0.302564102564103 0 0
"58" -38.7167 -7.33225879396985 0.361538461538462 0.338461538461538 0.3 0 0
"59" -38.7167 -7.30797035175879 0.358974358974359 0.338461538461538 0.302564102564103 0 0
"60" -38.7167 -7.28368190954774 0.361538461538462 0.330769230769231 0.307692307692308 0 0
"61" -38.7167 -7.25939346733668 0.358974358974359 0.330769230769231 0.31025641025641 0 0
"62" -38.7167 -7.23510502512563 0.358974358974359 0.333333333333333 0.307692307692308 0 0
"63" -38.7167 -7.21081658291457 0.356410256410256 0.328205128205128 0.315384615384615 0 0
"64" -38.7167 -7.18652814070352 0.358974358974359 0.333333333333333 0.307692307692308 0 0
"65" -38.7167 -7.16223969849246 0.361538461538462 0.333333333333333 0.305128205128205 0 0
"66" -38.7167 -7.13795125628141 0.358974358974359 0.341025641025641 0.3 0 0
"67" -38.7167 -7.11366281407035 0.353846153846154 0.338461538461538 0.307692307692308 0 0
"68" -38.7167 -7.0893743718593 0.361538461538462 0.343589743589744 0.294871794871795 0 0
"69" -38.7167 -7.06508592964824 0.358974358974359 0.346153846153846 0.294871794871795 0 0
"70" -38.7167 -7.04079748743719 0.364102564102564 0.346153846153846 0.28974358974359 0 0
"71" -38.7167 -7.01650904522613 0.366666666666667 0.351282051282051 0.282051282051282 0 0
"72" -38.7167 -6.99222060301507 0.361538461538462 0.351282051282051 0.287179487179487 0 0
"73" -38.7167 -6.96793216080402 0.371794871794872 0.343589743589744 0.284615384615385 0 0
"74" -38.7167 -6.94364371859296 0.382051282051282 0.338461538461538 0.279487179487179 0 0
"75" -38.7167 -6.91935527638191 0.382051282051282 0.335897435897436 0.282051282051282 0 0
"76" -38.7167 -6.89506683417085 0.374358974358974 0.343589743589744 0.282051282051282 0 0
"77" -38.7167 -6.8707783919598 0.371794871794872 0.343589743589744 0.284615384615385 0 0
"78" -38.7167 -6.84648994974874 0.379487179487179 0.343589743589744 0.276923076923077 0 0
"79" -38.7167 -6.82220150753769 0.382051282051282 0.343589743589744 0.274358974358974 0 0
"80" -38.7167 -6.79791306532663 0.379487179487179 0.346153846153846 0.274358974358974 0 0
"81" -38.7167 -6.77362462311558 0.379487179487179 0.351282051282051 0.269230769230769 0 0
"82" -38.7167 -6.74933618090452 0.374358974358974 0.353846153846154 0.271794871794872 0 0
"83" -38.7167 -6.72504773869347 0.384615384615385 0.348717948717949 0.266666666666667 0 0
"84" -38.7167 -6.70075929648241 0.384615384615385 0.346153846153846 0.269230769230769 0 0
"85" -38.7167 -6.67647085427136 0.379487179487179 0.351282051282051 0.269230769230769 0 0
"86" -38.7167 -6.6521824120603 0.376923076923077 0.353846153846154 0.269230769230769 0 0
"87" -38.7167 -6.62789396984925 0.382051282051282 0.348717948717949 0.269230769230769 0 0
"88" -38.7167 -6.60360552763819 0.379487179487179 0.351282051282051 0.269230769230769 0 0
"89" -38.7167 -6.57931708542714 0.374358974358974 0.353846153846154 0.271794871794872 0 0
"90" -38.7167 -6.55502864321608 0.382051282051282 0.346153846153846 0.271794871794872 0 0
"91" -38.7167 -6.53074020100502 0.384615384615385 0.343589743589744 0.271794871794872 0 0
"92" -38.7167 -6.50645175879397 0.384615384615385 0.346153846153846 0.269230769230769 0 0
"93" -38.7167 -6.48216331658291 0.382051282051282 0.341025641025641 0.276923076923077 0 0
"94" -38.7167 -6.45787487437186 0.376923076923077 0.343589743589744 0.279487179487179 0 0
"95" -38.7167 -6.4335864321608 0.379487179487179 0.343589743589744 0.276923076923077 0 0
"96" -38.7167 -6.40929798994975 0.382051282051282 0.341025641025641 0.276923076923077 0 0
"97" -38.7167 -6.38500954773869 0.374358974358974 0.346153846153846 0.279487179487179 0 0
"98" -38.7167 -6.36072110552764 0.382051282051282 0.343589743589744 0.274358974358974 0 0
"99" -38.7167 -6.33643266331658 0.382051282051282 0.341025641025641 0.276923076923077 0 0
"100" -38.7167 -6.31214422110553 0.384615384615385 0.341025641025641 0.274358974358974 0 0
"101" -38.7167 -6.28785577889447 0.38974358974359 0.335897435897436 0.274358974358974 0 0
"102" -38.7167 -6.26356733668342 0.38974358974359 0.335897435897436 0.274358974358974 0 0
"103" -38.7167 -6.23927889447236 0.392307692307692 0.341025641025641 0.266666666666667 0 0
"104" -38.7167 -6.21499045226131 0.392307692307692 0.343589743589744 0.264102564102564 0 0
"105" -38.7167 -6.19070201005025 0.397435897435897 0.343589743589744 0.258974358974359 0 0
"106" -38.7167 -6.1664135678392 0.402564102564103 0.341025641025641 0.256410256410256 0 0
"107" -38.7167 -6.14212512562814 0.41025641025641 0.335897435897436 0.253846153846154 0 0
"108" -38.7167 -6.11783668341709 0.412820512820513 0.333333333333333 0.253846153846154 0 0
"109" -38.7167 -6.09354824120603 0.407692307692308 0.330769230769231 0.261538461538462 0 0
"110" -38.7167 -6.06925979899497 0.41025641025641 0.330769230769231 0.258974358974359 0 0
"111" -38.7167 -6.04497135678392 0.415384615384615 0.323076923076923 0.261538461538462 0 0
"112" -38.7167 -6.02068291457286 0.423076923076923 0.317948717948718 0.258974358974359 0 0
"113" -38.7167 -5.99639447236181 0.423076923076923 0.317948717948718 0.258974358974359 0 0
"114" -38.7167 -5.97210603015075 0.41025641025641 0.323076923076923 0.266666666666667 0 0
"115" -38.7167 -5.9478175879397 0.41025641025641 0.323076923076923 0.266666666666667 0 0
"116" -38.7167 -5.92352914572864 0.41025641025641 0.320512820512821 0.269230769230769 0 0
"117" -38.7167 -5.89924070351759 0.415384615384615 0.312820512820513 0.271794871794872 0 0
"118" -38.7167 -5.87495226130653 0.412820512820513 0.312820512820513 0.274358974358974 0 0
"119" -38.7167 -5.85066381909548 0.425641025641026 0.302564102564103 0.271794871794872 0 0
"120" -38.7167 -5.82637537688442 0.423076923076923 0.302564102564103 0.274358974358974 0 0
"121" -38.7167 -5.80208693467337 0.423076923076923 0.307692307692308 0.269230769230769 0 0
"122" -38.7167 -5.77779849246231 0.425641025641026 0.305128205128205 0.269230769230769 0 0
"123" -38.7167 -5.75351005025126 0.430769230769231 0.305128205128205 0.264102564102564 0 0
"124" -38.7167 -5.7292216080402 0.433333333333333 0.305128205128205 0.261538461538462 0 0
"125" -38.7167 -5.70493316582915 0.435897435897436 0.302564102564103 0.261538461538462 0 0
"126" -38.7167 -5.68064472361809 0.438461538461538 0.302564102564103 0.258974358974359 0 0
"127" -38.7167 -5.65635628140704 0.438461538461538 0.302564102564103 0.258974358974359 0 0
"128" -38.7167 -5.63206783919598 0.430769230769231 0.307692307692308 0.261538461538462 0 0
"129" -38.7167 -5.60777939698492 0.425641025641026 0.307692307692308 0.266666666666667 0 0
"130" -38.7167 -5.58349095477387 0.433333333333333 0.3 0.266666666666667 0 0
"131" -38.7167 -5.55920251256281 0.433333333333333 0.28974358974359 0.276923076923077 0 0
"132" -38.7167 -5.53491407035176 0.435897435897436 0.279487179487179 0.284615384615385 0 0
"133" -38.7167 -5.5106256281407 0.446153846153846 0.274358974358974 0.279487179487179 0 0
"134" -38.7167 -5.48633718592965 0.456410256410256 0.269230769230769 0.274358974358974 0 0
"135" -38.7167 -5.46204874371859 0.453846153846154 0.266666666666667 0.279487179487179 0 0
"136" -38.7167 -5.43776030150754 0.451282051282051 0.266666666666667 0.282051282051282 0 0
"137" -38.7167 -5.41347185929648 0.456410256410256 0.264102564102564 0.279487179487179 0 0
"138" -38.7167 -5.38918341708543 0.464102564102564 0.256410256410256 0.279487179487179 0 0
"139" -38.7167 -5.36489497487437 0.461538461538462 0.256410256410256 0.282051282051282 0 0
"140" -38.7167 -5.34060653266332 0.464102564102564 0.256410256410256 0.279487179487179 0 0
"141" -38.7167 -5.31631809045226 0.458974358974359 0.256410256410256 0.284615384615385 0 0
"142" -38.7167 -5.29202964824121 0.458974358974359 0.256410256410256 0.284615384615385 0 0
"143" -38.7167 -5.26774120603015 0.464102564102564 0.251282051282051 0.284615384615385 0 0
"144" -38.7167 -5.2434527638191 0.464102564102564 0.251282051282051 0.284615384615385 0 0
"145" -38.7167 -5.21916432160804 0.464102564102564 0.253846153846154 0.282051282051282 0 0
"146" -38.7167 -5.19487587939699 0.466666666666667 0.256410256410256 0.276923076923077 0 0
"147" -38.7167 -5.17058743718593 0.466666666666667 0.256410256410256 0.276923076923077 0 0
"148" -38.7167 -5.14629899497487 0.466666666666667 0.266666666666667 0.266666666666667 0 0
"149" -38.7167 -5.12201055276382 0.456410256410256 0.274358974358974 0.269230769230769 0 0
"150" -38.7167 -5.09772211055276 0.469230769230769 0.269230769230769 0.261538461538462 0 0
"151" -38.7167 -5.07343366834171 0.471794871794872 0.271794871794872 0.256410256410256 0 0
"152" -38.7167 -5.04914522613065 0.47948717948718 0.266666666666667 0.253846153846154 0 0
"153" -38.7167 -5.0248567839196 0.487179487179487 0.261538461538462 0.251282051282051 0 0
"154" -38.7167 -5.00056834170854 0.494871794871795 0.256410256410256 0.248717948717949 0 0
"155" -38.7167 -4.97627989949749 0.492307692307692 0.261538461538462 0.246153846153846 0 0
"156" -38.7167 -4.95199145728643 0.492307692307692 0.264102564102564 0.243589743589744 0 0
"157" -38.7167 -4.92770301507538 0.497435897435897 0.261538461538462 0.241025641025641 0 0
"158" -38.7167 -4.90341457286432 0.505128205128205 0.256410256410256 0.238461538461538 0 0
"159" -38.7167 -4.87912613065327 0.51025641025641 0.256410256410256 0.233333333333333 0 0
"160" -38.7167 -4.85483768844221 0.515384615384615 0.258974358974359 0.225641025641026 0 0
"161" -38.7167 -4.83054924623116 0.517948717948718 0.256410256410256 0.225641025641026 0 0
"162" -38.7167 -4.8062608040201 0.525641025641026 0.253846153846154 0.220512820512821 0 0
"163" -38.7167 -4.78197236180904 0.528205128205128 0.246153846153846 0.225641025641026 0 0
"164" -38.7167 -4.75768391959799 0.528205128205128 0.243589743589744 0.228205128205128 0 0
"165" -38.7167 -4.73339547738694 0.533333333333333 0.243589743589744 0.223076923076923 0 0
"166" -38.7167 -4.70910703517588 0.530769230769231 0.246153846153846 0.223076923076923 0 0
"167" -38.7167 -4.68481859296482 0.533333333333333 0.251282051282051 0.215384615384615 0 0
"168" -38.7167 -4.66053015075377 0.541025641025641 0.246153846153846 0.212820512820513 0 0
"169" -38.7167 -4.63624170854271 0.548717948717949 0.235897435897436 0.215384615384615 0 0
"170" -38.7167 -4.61195326633166 0.558974358974359 0.230769230769231 0.21025641025641 0 0
"171" -38.7167 -4.5876648241206 0.564102564102564 0.233333333333333 0.202564102564103 0 0
"172" -38.7167 -4.56337638190955 0.566666666666667 0.235897435897436 0.197435897435897 0 0
"173" -38.7167 -4.53908793969849 0.569230769230769 0.235897435897436 0.194871794871795 0 0
"174" -38.7167 -4.51479949748744 0.569230769230769 0.238461538461538 0.192307692307692 0 0
"175" -38.7167 -4.49051105527638 0.576923076923077 0.235897435897436 0.187179487179487 0 0
"176" -38.7167 -4.46622261306533 0.582051282051282 0.228205128205128 0.18974358974359 0 0
"177" -38.7167 -4.44193417085427 0.57948717948718 0.225641025641026 0.194871794871795 0 0
"178" -38.7167 -4.41764572864322 0.584615384615385 0.225641025641026 0.18974358974359 0 0
"179" -38.7167 -4.39335728643216 0.58974358974359 0.223076923076923 0.187179487179487 0 0
"180" -38.7167 -4.36906884422111 0.6 0.217948717948718 0.182051282051282 0 0
"181" -38.7167 -4.34478040201005 0.602564102564103 0.215384615384615 0.182051282051282 0 0
"182" -38.7167 -4.320491959799 0.605128205128205 0.207692307692308 0.187179487179487 0 0
"183" -38.7167 -4.29620351758794 0.612820512820513 0.202564102564103 0.184615384615385 0 0
"184" -38.7167 -4.27191507537688 0.617948717948718 0.197435897435897 0.184615384615385 0 0
"185" -38.7167 -4.24762663316583 0.620512820512821 0.194871794871795 0.184615384615385 0 0
"186" -38.7167 -4.22333819095477 0.617948717948718 0.194871794871795 0.187179487179487 0 0
"187" -38.7167 -4.19904974874372 0.615384615384615 0.192307692307692 0.192307692307692 0 0
"188" -38.7167 -4.17476130653266 0.620512820512821 0.18974358974359 0.18974358974359 0 0
"189" -38.7167 -4.15047286432161 0.620512820512821 0.192307692307692 0.187179487179487 0 0
"190" -38.7167 -4.12618442211055 0.623076923076923 0.18974358974359 0.187179487179487 0 0
"191" -38.7167 -4.1018959798995 0.623076923076923 0.192307692307692 0.184615384615385 0 0
"192" -38.7167 -4.07760753768844 0.625641025641026 0.192307692307692 0.182051282051282 0 0
"193" -38.7167 -4.05331909547739 0.628205128205128 0.187179487179487 0.184615384615385 0 0
"194" -38.7167 -4.02903065326633 0.633333333333333 0.184615384615385 0.182051282051282 0 0
"195" -38.7167 -4.00474221105528 0.635897435897436 0.182051282051282 0.182051282051282 0 0
"196" -38.7167 -3.98045376884422 0.633333333333333 0.182051282051282 0.184615384615385 0 0
"197" -38.7167 -3.95616532663317 0.638461538461538 0.179487179487179 0.182051282051282 0 0
"198" -38.7167 -3.93187688442211 0.635897435897436 0.182051282051282 0.182051282051282 0 0
"199" -38.7167 -3.90758844221105 0.638461538461538 0.176923076923077 0.184615384615385 0 0
"200" -38.7167 -3.8833 0.643589743589744 0.174358974358974 0.182051282051282 0 0
"201" -38.6989442211055 -8.7167 0.307692307692308 0.343589743589744 0.348717948717949 0 0
"202" -38.6989442211055 -8.69241155778894 0.307692307692308 0.343589743589744 0.348717948717949 0 0
"203" -38.6989442211055 -8.66812311557789 0.312820512820513 0.341025641025641 0.346153846153846 0 0
"204" -38.6989442211055 -8.64383467336683 0.312820512820513 0.341025641025641 0.346153846153846 0 0
"205" -38.6989442211055 -8.61954623115578 0.31025641025641 0.343589743589744 0.346153846153846 0 0
"206" -38.6989442211055 -8.59525778894472 0.307692307692308 0.346153846153846 0.346153846153846 0 0
"207" -38.6989442211055 -8.57096934673367 0.31025641025641 0.346153846153846 0.343589743589744 0 0
"208" -38.6989442211055 -8.54668090452261 0.312820512820513 0.343589743589744 0.343589743589744 0 0
"209" -38.6989442211055 -8.52239246231156 0.31025641025641 0.346153846153846 0.343589743589744 0 0
"210" -38.6989442211055 -8.4981040201005 0.320512820512821 0.341025641025641 0.338461538461538 0 0
"211" -38.6989442211055 -8.47381557788945 0.320512820512821 0.343589743589744 0.335897435897436 0 0
"212" -38.6989442211055 -8.44952713567839 0.320512820512821 0.343589743589744 0.335897435897436 0 0
"213" -38.6989442211055 -8.42523869346734 0.323076923076923 0.343589743589744 0.333333333333333 0 0
"214" -38.6989442211055 -8.40095025125628 0.317948717948718 0.346153846153846 0.335897435897436 0 0
"215" -38.6989442211055 -8.37666180904523 0.323076923076923 0.346153846153846 0.330769230769231 0 0
"216" -38.6989442211055 -8.35237336683417 0.317948717948718 0.348717948717949 0.333333333333333 0 0
"217" -38.6989442211055 -8.32808492462311 0.320512820512821 0.346153846153846 0.333333333333333 0 0
"218" -38.6989442211055 -8.30379648241206 0.325641025641026 0.341025641025641 0.333333333333333 0 0
"219" -38.6989442211055 -8.27950804020101 0.323076923076923 0.341025641025641 0.335897435897436 0 0
"220" -38.6989442211055 -8.25521959798995 0.325641025641026 0.338461538461538 0.335897435897436 0 0
"221" -38.6989442211055 -8.23093115577889 0.323076923076923 0.343589743589744 0.333333333333333 0 0
"222" -38.6989442211055 -8.20664271356784 0.325641025641026 0.346153846153846 0.328205128205128 0 0
"223" -38.6989442211055 -8.18235427135678 0.330769230769231 0.343589743589744 0.325641025641026 0 0
"224" -38.6989442211055 -8.15806582914573 0.333333333333333 0.343589743589744 0.323076923076923 0 0
"225" -38.6989442211055 -8.13377738693467 0.330769230769231 0.343589743589744 0.325641025641026 0 0
"226" -38.6989442211055 -8.10948894472362 0.333333333333333 0.338461538461538 0.328205128205128 0 0
"227" -38.6989442211055 -8.08520050251256 0.333333333333333 0.343589743589744 0.323076923076923 0 0
"228" -38.6989442211055 -8.06091206030151 0.333333333333333 0.343589743589744 0.323076923076923 0 0
"229" -38.6989442211055 -8.03662361809045 0.343589743589744 0.335897435897436 0.320512820512821 0 0
"230" -38.6989442211055 -8.0123351758794 0.341025641025641 0.330769230769231 0.328205128205128 0 0
"231" -38.6989442211055 -7.98804673366834 0.335897435897436 0.341025641025641 0.323076923076923 0 0
"232" -38.6989442211055 -7.96375829145729 0.335897435897436 0.341025641025641 0.323076923076923 0 0
"233" -38.6989442211055 -7.93946984924623 0.330769230769231 0.346153846153846 0.323076923076923 0 0
"234" -38.6989442211055 -7.91518140703518 0.330769230769231 0.338461538461538 0.330769230769231 0 0
"235" -38.6989442211055 -7.89089296482412 0.333333333333333 0.338461538461538 0.328205128205128 0 0
"236" -38.6989442211055 -7.86660452261306 0.333333333333333 0.341025641025641 0.325641025641026 0 0
"237" -38.6989442211055 -7.84231608040201 0.335897435897436 0.338461538461538 0.325641025641026 0 0
"238" -38.6989442211055 -7.81802763819095 0.333333333333333 0.338461538461538 0.328205128205128 0 0
"239" -38.6989442211055 -7.7937391959799 0.325641025641026 0.343589743589744 0.330769230769231 0 0
"240" -38.6989442211055 -7.76945075376884 0.317948717948718 0.343589743589744 0.338461538461538 0 0
"241" -38.6989442211055 -7.74516231155779 0.320512820512821 0.341025641025641 0.338461538461538 0 0
"242" -38.6989442211055 -7.72087386934673 0.330769230769231 0.335897435897436 0.333333333333333 0 0
"243" -38.6989442211055 -7.69658542713568 0.325641025641026 0.341025641025641 0.333333333333333 0 0
"244" -38.6989442211055 -7.67229698492462 0.315384615384615 0.338461538461538 0.346153846153846 0 0
"245" -38.6989442211055 -7.64800854271357 0.323076923076923 0.335897435897436 0.341025641025641 0 0
"246" -38.6989442211055 -7.62372010050251 0.325641025641026 0.338461538461538 0.335897435897436 0 0
"247" -38.6989442211055 -7.59943165829146 0.325641025641026 0.330769230769231 0.343589743589744 0 0
"248" -38.6989442211055 -7.5751432160804 0.330769230769231 0.330769230769231 0.338461538461538 0 0
"249" -38.6989442211055 -7.55085477386935 0.338461538461538 0.335897435897436 0.325641025641026 0 0
"250" -38.6989442211055 -7.52656633165829 0.341025641025641 0.333333333333333 0.325641025641026 0 0
"251" -38.6989442211055 -7.50227788944724 0.353846153846154 0.320512820512821 0.325641025641026 0 0
"252" -38.6989442211055 -7.47798944723618 0.358974358974359 0.315384615384615 0.325641025641026 0 0
"253" -38.6989442211055 -7.45370100502513 0.358974358974359 0.315384615384615 0.325641025641026 0 0
"254" -38.6989442211055 -7.42941256281407 0.361538461538462 0.315384615384615 0.323076923076923 0 0
"255" -38.6989442211055 -7.40512412060301 0.364102564102564 0.320512820512821 0.315384615384615 0 0
"256" -38.6989442211055 -7.38083567839196 0.366666666666667 0.323076923076923 0.31025641025641 0 0
"257" -38.6989442211055 -7.3565472361809 0.358974358974359 0.335897435897436 0.305128205128205 0 0
"258" -38.6989442211055 -7.33225879396985 0.364102564102564 0.338461538461538 0.297435897435897 0 0
"259" -38.6989442211055 -7.30797035175879 0.364102564102564 0.335897435897436 0.3 0 0
"260" -38.6989442211055 -7.28368190954774 0.358974358974359 0.335897435897436 0.305128205128205 0 0
"261" -38.6989442211055 -7.25939346733668 0.361538461538462 0.328205128205128 0.31025641025641 0 0
"262" -38.6989442211055 -7.23510502512563 0.361538461538462 0.330769230769231 0.307692307692308 0 0
"263" -38.6989442211055 -7.21081658291457 0.358974358974359 0.325641025641026 0.315384615384615 0 0
"264" -38.6989442211055 -7.18652814070352 0.356410256410256 0.335897435897436 0.307692307692308 0 0
"265" -38.6989442211055 -7.16223969849246 0.361538461538462 0.338461538461538 0.3 0 0
"266" -38.6989442211055 -7.13795125628141 0.358974358974359 0.343589743589744 0.297435897435897 0 0
"267" -38.6989442211055 -7.11366281407035 0.356410256410256 0.335897435897436 0.307692307692308 0 0
"268" -38.6989442211055 -7.0893743718593 0.356410256410256 0.343589743589744 0.3 0 0
"269" -38.6989442211055 -7.06508592964824 0.358974358974359 0.346153846153846 0.294871794871795 0 0
"270" -38.6989442211055 -7.04079748743719 0.364102564102564 0.346153846153846 0.28974358974359 0 0
"271" -38.6989442211055 -7.01650904522613 0.366666666666667 0.348717948717949 0.284615384615385 0 0
"272" -38.6989442211055 -6.99222060301507 0.364102564102564 0.351282051282051 0.284615384615385 0 0
"273" -38.6989442211055 -6.96793216080402 0.374358974358974 0.341025641025641 0.284615384615385 0 0
"274" -38.6989442211055 -6.94364371859296 0.376923076923077 0.341025641025641 0.282051282051282 0 0
"275" -38.6989442211055 -6.91935527638191 0.382051282051282 0.335897435897436 0.282051282051282 0 0
"276" -38.6989442211055 -6.89506683417085 0.374358974358974 0.346153846153846 0.279487179487179 0 0
"277" -38.6989442211055 -6.8707783919598 0.371794871794872 0.343589743589744 0.284615384615385 0 0
"278" -38.6989442211055 -6.84648994974874 0.376923076923077 0.343589743589744 0.279487179487179 0 0
"279" -38.6989442211055 -6.82220150753769 0.387179487179487 0.341025641025641 0.271794871794872 0 0
"280" -38.6989442211055 -6.79791306532663 0.382051282051282 0.343589743589744 0.274358974358974 0 0
"281" -38.6989442211055 -6.77362462311558 0.376923076923077 0.351282051282051 0.271794871794872 0 0
"282" -38.6989442211055 -6.74933618090452 0.376923076923077 0.353846153846154 0.269230769230769 0 0
"283" -38.6989442211055 -6.72504773869347 0.387179487179487 0.346153846153846 0.266666666666667 0 0
"284" -38.6989442211055 -6.70075929648241 0.384615384615385 0.346153846153846 0.269230769230769 0 0
"285" -38.6989442211055 -6.67647085427136 0.379487179487179 0.351282051282051 0.269230769230769 0 0
"286" -38.6989442211055 -6.6521824120603 0.374358974358974 0.353846153846154 0.271794871794872 0 0
"287" -38.6989442211055 -6.62789396984925 0.379487179487179 0.348717948717949 0.271794871794872 0 0
"288" -38.6989442211055 -6.60360552763819 0.382051282051282 0.348717948717949 0.269230769230769 0 0
"289" -38.6989442211055 -6.57931708542714 0.379487179487179 0.353846153846154 0.266666666666667 0 0
"290" -38.6989442211055 -6.55502864321608 0.387179487179487 0.343589743589744 0.269230769230769 0 0
"291" -38.6989442211055 -6.53074020100502 0.387179487179487 0.343589743589744 0.269230769230769 0 0
"292" -38.6989442211055 -6.50645175879397 0.387179487179487 0.341025641025641 0.271794871794872 0 0
"293" -38.6989442211055 -6.48216331658291 0.384615384615385 0.341025641025641 0.274358974358974 0 0
"294" -38.6989442211055 -6.45787487437186 0.376923076923077 0.343589743589744 0.279487179487179 0 0
"295" -38.6989442211055 -6.4335864321608 0.371794871794872 0.348717948717949 0.279487179487179 0 0
"296" -38.6989442211055 -6.40929798994975 0.379487179487179 0.341025641025641 0.279487179487179 0 0
"297" -38.6989442211055 -6.38500954773869 0.379487179487179 0.343589743589744 0.276923076923077 0 0
